"Company Name",Address,Place,Zip,Sector,Product,Website,Region
"Amtech Systems Inc",,"Tempe, Arizona",85281,Solar,"US-based manufacturer of capital equipment such as wafer handling automation, thermal semiconductor processing equipment, and related consumables for semiconductor and solar industries.",,
"Amur Energy Division",,"46001 Valencia, Spain",,Solar,"Engineering and construction group specialising in large solar power plants.",,
"Anasol SL",,"Marbella, Spain",,Solar,"A Solar PV project developer, located in Marbella, Spain.",,
"Anel Group",,"ISTANBUL, Turkey",34768,"Solar,Wind energy","Istanbul-based technological and engineering platform. The firm also manufactures solar cells and wind components.",,
"Anhui Jinli Power Development Co Ltd",,"Hefei, Anhui Province, China",230088,"Biomass,Solar","A new energy developer, mainly focuses on solar and biomass sector.",,
"Anhui Paiya Solar Energy",,"Hefei, Anhui Province, China",230011,Solar,"Anhui Paiya Solar Energy's products include PV module, solar power system, and solar light systems.",,
"Anjani Energy Company",,"Ghaziabad, Uttar Pradesh, India","201 001",Solar,"Retailer and wholesale supplier of PV modules, cells and other solar products.",,
"Antec Solar Energy AG formerly Oekologik Ecovest AG",,"Arnstadt, Germany",99310,Solar,"German manufacturer of CdTe PV cells and modules,also manages funds for the development of solar parks.",,
"Anuvu Inc",,"Sacramento, California",95838,Solar,"Energy infrastructure supplier. Designs and manufactures fuel cell stacks, fuel cell engines and systems, and provides custom solutions. Has solar subsidiary.",,
"Anwell Technologies Ltd aka Sungen",,"Hong Kong",,Solar,"Anwell is a global supplier of advanced optical media equipment and process technologies. It is scouting for opportunities in providing turnkey solution for thin-film solar cells.",,
"Aonex Technologies Inc",,"Pasadena, California",91106,Solar,"Focused on commercialising a manufacturing method for semiconductor nanomaterials - specifically solar cells.",,
"Aora Energy Aora Solar",,"Yavne, Israel",81227,Solar,"Israel-based company that has developed a tower and heliostat Solar Thermal Electricity Generation (STEG).",,
"Apex BP Solar",,"St Mathieu de Treviers, France",34270,Solar,"Regional subsidiary of BP Solar.",,
"Apex Solar",,"Sofia, Bulgaria",1616,Solar,"Bulgarian PV and solar thermal project developer and installer.",,
"Apollo Energy","6753 E 47th Ave Dr 
Unit H","United States,Denver, CO",80216,"Services,Solar","solar panels,solar installations",https://www.harnessoursun.com/,
"Apollo Precision Ltd",,"Fujian Province, China",,Solar,"China-based equipment manufacturer of thin-film solar PV modules.",,
"Apollo Solar Energy Co Ltd ASEC",,"Taoyuan Hsien, Taiwan",325,Solar,"Producer of modules for solar panels.",,
"Apollo Solar Energy Inc",,"Bethel, Connecticut",68010,Solar,"The company designs, manufactures, and sells PV inverters and equipment and is engaged in research and development of the next generation cadmium telluride (CdTe)-based thin-film solar cells through its Chinese subsidiary Sichuan Apollo Solar Science & Technology.",,
"Apollo Solar Energy Technology Holdings Ltd former RBI Holdings Ltd",,"Kowloon, Hong Kong",,Solar,"Hong Kong-based manufacturer of silicon-based thin film solar PV modules.",,
"Apollo Solar Lanka Limited ASLL",,"Nugegoda, Sri Lanka",10250,Solar,"Sri Lankan company that is developing both PV & thermal solar technologies.",,
"Apollon Solar SAS",,"Paris, France",75013,Solar,"Developer of new solar technologies and marketing strategies aiming at reducing costs for photovoltaic energy systems for the end user.",,
"Applied Films Corporation",,"Longmont, Colorado",80504,"Services,Solar","Provider of thin film deposition equipment and services, particularly to the solar industry.",,
"Applied Materials","3050 Bowers Avenue","Santa Clara, California",95054,Solar,,http://www.appliedmaterials.com/,
"Applied Materials Inc AMAT",,"Santa Clara, California",95052-8039,Solar,"US-based manufacturer of equipment used in solar (silicon, thin-film, BIPV), semiconductor, and LCD markets.",,
"Applied Solar LLC formerly Open Energy Corp and Barnabus Energy Inc",,"San Diego, California",92121,Solar,"Offers an integrated portfolio of building-integrated PV products such as solar tiles, membranes and asphalt/composition products,also holds license to build concentrating solar power systems.",,
"Applied Solar Technologies Pvt Ltd",,"Delhi (NCT), India",,Solar,"Delhi-based firm that provides off-grid solar power to telecom towers. It builds and operates solar installations and takes over the power supply management of each site.",,
"Apricus Solar Co Ltd aka Focus Technology Co Ltd",,"Nanjing, Jiangsu Province, China",210061,Solar,"Designs, manufactures and exports solar tube thermal solar collectors, solar storage tanks, waste heat recovery systems, solar controllers and related components.",,
"Arava Power Company APC Ltd",,"DN Eilot, Israel",88840,Solar,"Israel-based solar developer. Subsidiary of Global Sun Partners.",,
"Archean Group of Companies",,"Chennai, Tamil Nadu, India",600028,"Solar,Wind energy","Chennai-based minerals and industrial chemicals firm. Archean is planning to set up wind and solar power projects via its subsidiary Green Energy India.",,
"Archimede Solar Energy Srl",,"Massa Martana, Italy",6056,Solar,"Italy-based producer of receiver tubes for thermodynamic solar power plants.",,
"Arco Energy Srl",,"Ripalimosani, Italy",86025,Solar,"Italy-based solar project developer and distributor.",,
"Aries Solar Termoelectrica SL ASTE",,"Madrid, Spain",28046,Solar,"Joint venture to set up Solar Thermal Electricity Generation (STEG) plants in Castilla la Mancha.",,
"Arizona Solar Tech",,"Phoenix, Arizona",85040,"Solar,Vehicles","Designs and installs solar PV systems for vehicles, domestic and light industrial applications.",,
"Arizona State University TUV Rheinland JV",,,,Solar,"Solar JV formed for technology testing and certification.",,
"Armageddon Energy Inc",,"San Francisco, California",,Solar,"California-based maker of SolarClover brand PV modules.",,
"Armstrong Teasdale Future Energy Group","7700 Forsyth Boulevard, Suite 1800","St. Louis, Missouri",63105,"Bioenergy,Biofuels,Biomass,Buildings,Carbon,Efficiency,Geothermal energy,Hydropower,Hydrogen,Renewable energy,Services,Solar,Vehicles,Wind energy","Legal Services",http://www.armstrongteasdale.com/PracticeAreas/FutureEnergyGroup/index.php,
"Array Technologies Inc aka Wattsun",,"Albuquerque,, New Mexico",87107,Solar,"Manufactures the Wattsun Solar Tracker, a sun-tracking mounting system for PV modules.",,
"Array Technologies, Inc.","3901 Midway Place NE","Albuquerque, New Mexico",87109,"Renewable Energy,Solar","DuraTrack® HZ Solar Tracker",http://arraytechinc.com/,
"Arrowhead Center at New Mexico State University","3655 Research Rd, Las Cruces, NM 88003","Las Cruces, New Mexico,United States",88003,"Renewable Energy,Solar",,http://arrowheadcenter.nmsu.edu/,
"AsahiSolar Co Ltd",,"Oita-Ken, Japan",870-0844,Solar,"Manufactures simple solar panels and hybrid systems of solar passive system and electricity-generating system based on PV cells.",,
"Ascendant Energy Company Inc",,"Rockland, Maine",4841,Solar,"Manufactures and distributes solar thermal heat, hot water systems, and PV panels, but is also designing its own concentrated PV device.",,
"Ascent Solar","12300 Grant Street","Thornton, Colorado",80241,Solar,"Thin-Film PV",http://www.ascentsolar.com/,"Rockies Area"
"Ascent Solar Technologies Inc",,"Littleton, Colorado",80127-4107,Solar,"Ascent Solar develops and plans to manufacture CIGS thin-film solar cells and modules for the satellite and high-altitude airship (â€œHAAâ€) markets.",,
"Ascoenergy s r l",,Italy,,Solar,"Italy-based subsidiary of Gruppo Ascopiave, involved in the development of solar projects.",,
"Ascopiave Gruppo Casillo JV",,Italy,,Solar,"Italy-based solar PV joint venture.",,
"Asola Advanced and Automotive Solar Systems GmbH",,"Erfurt, Germany",D-99428,Solar,"German manufacturer of PV modules and spherical solar sun roofs for the automotive industry.",,
"Aspen Solar","P.O. Box 2391","Aspen, Colorado",80612,Solar,"Design, installation & maintenance of active, passive, and photovoltaic energy systems",http://www.aspensolar.com/,"Rockies Area"
"Aston Solar LLC",,"Piscataway, New Jersey",8854,Solar,"New Jersey-based solar energy service company.",,
"Astonfield Renewable Resources Ltd ARRL",,"New York, New York",10017,"Biomass,Solar","New York-based firm with major interest in solar, biomass and waste to energy projects in India.",,
AstroKorea,,"Korea (Republic)",,Solar,"General project contractor, which has some experience installing solar PV systems.",,
AstroWatt,,"Austin, Texas",,Solar,"Texas-based venture backed company developing a proprietary solar cell technology.",,
"Atlantic Wind Solar Inc",,"Coconut Groove, Florida",33133,"Solar,Wind energy","Florida-based installer of distributed wind and solar systems along with wind and solar-hyrbid energy systems in Canada, the US and the Bahamas.",,
"Atlantix Engineering","4248 Tuller Road # 101
Dublin, OH 43017","Dublin, Ohio,United States",43017,"Services,Solar",,https://www.atlantixeng.com/,
"Atlas Solar Innovations","2640 NW 15th Court","Pompano Beach, Florida",33069,Solar,"Solar Photovoltaics",http://atlassolarinnovations.com/,
"Aurantia SA Aurantia Group",,"Madrid, Spain",28001,"Biomass,Solar","The Aurantia Group is involved with a wide range of projects dealing with algae biomass, solar technology, landfill gas, and municipal solid waste.",,
"Auria Corp",,Taiwan,,Solar,"Taiwan-based JV between E-Ton Solar Tech and Lite-On Technology that will manufacture amorphous silicon thin-film modules.",,
"Auriga Energy",,"Bristol, United Kingdom","BS1 5UB","Solar,Vehicles","Auriga Energy is a systems integrator to develop innovative products, mainly specialising in energy efficient vehicles and other products requiring environmentally friendly zero-emission energy sources, applying the rapidly developing Fuel Cell and Photovoltaic (Solar Power) technologies to the needs of the market.",,
"Aurora Energy Co Ltd",,"Gyeongbuk, Korea (Republic)",,"Solar,Wind energy","Manufacturer of 1-225kW micro wind turbines and solar modules.",,
"Aurora Photovoltaics Manufacturing",,"Lawrenceville, New Jersey",8648,Solar,"A subsidiary of EPV solar, based in New Jersey, focused on manufacturing of PV cells.",,
"Ausra Inc","303 Ravendale Drive","Mountain View, California",94043,Solar,"CSP developer",http://www.ausra.com/,"Bay Area"
"Ausra Inc Formerly Solar Heat and Power Pty Ltd SHP",,"Palo Alto, California",94303,Solar,"US-based solar thermal electrical generation (STEG) company owned by AREVA Group.",,
"Australian Marine Offshore Group","Sea Technology House,
19 Business Park Drive,
Notting Hill, Victoria 3168",Australia,,"Hydrogen,Marine Energy,Renewable Energy,Services,Solar,Wind energy",,https://amog.consulting/renewable-energy/amog-wave-energy-device,
"Australian Solar Institute",,"Newcastle, New South Wales, Australia",2300,Solar,"New South Wales-based institute providing support for the Australian solar community, helping to retain Australian solar expertise and develop the next generation of Australian solar researchers.",,
"Avalon Solar LLC",,"Albuquerque, New Mexico",87123,Solar,"Albuquerque-based solar project developer.",,
"AxunTek Solar Energy",,Taiwan,,Solar,"Taiwan-based CIGS thin film solar cell producer.",,
"Aztec Solar",,"Rancho Cordova, California",95742,Solar,"Installer of solar hot water and pool heating systems.",,
"Azur Solar GmbH",,"Wangen, Germany",88239,Solar,"Supplies solar mounting systems and complete PV systems, using concentrator solar modules.",,
"Azure Power India Pvt Ltd",,"New Delhi, Delhi (NCT), India",110048,Solar,"New Delhi-based independant power producer. The firm is planning to develop few solar projects.",,
"BACH KHOA INVESTMENT AND DEVELOPMENT OF SOLAR ENERGY CORPORATION","No 47, Le Van Thinh street, quarter 5,  Binh Trung Dong ward, district 2, HCMC, Vietnam","Ho Chi Minh, Ho Chi Minh,Vietnam",700000,"Services,Solar","Solar Panel, Solar Cell,SolarFarm EPC,",https://solarbk.vn/en,
"BGA Engineering LLC",,"Glen Rock, New Jersey",7452,Solar,"Engineering firm specialising in substation engineering and design, power plant engineering and on-site generation, including cogeneration, solar and microturbines.",,
"BGZ Beteiligungsgesellschaft Zukunftsenergien AG",,"Husum, Germany",25813,"Solar,Wind energy","Finance and management holding, esp. for wind and solar projects.",,
"BIG SUN Energy Technology Incorporation",,Taiwan,303,Solar,"Taiwan-based solar cell manufacturer.",,
"BOC Lienhwa Industrial Gases BOCLH",,"Taipei, Taiwan",,Solar,"BOCLH is a joint venture between the Lien Hwa Industrial Corporation and the BOC Group in the United Kingdom and produces high-purity gases used in solar component production.",,
